Project_ID,Project_year,Host_Country,HostInstitute,ZIPcode_Host,Host_city,project_start,Project_end,MainDisciplin,MainDiscNummer
148721,2013,US,"Department of Astronomy University of California, Berkeley",94720,Berkeley,01.10.2013,31.03.2015,Astronomy,202
151346,2013,US,"Seager Exoplanet Group Earth, Atmospheric and Planetary Sciences MIT Massachusetts Institute of Technology",2139,Cambridge,01.02.2014,31.07.2015,Astronomy,202
151605,2013,GB,Department of Physics and Astronomy  University of Sussex,BN1 9QH,Brighton,01.02.2014,31.07.2014,Astronomy,202
151815,2013,DE,"MPI, Max-Planck-Institut für Physik Werner-Heisenberg-Institut",80805,München,01.12.2013,31.05.2015,Astronomy,202
151842,2013,US,Institute for Astronomy The University of Hawaii Manoa,96822,Honolulu,01.03.2014,31.08.2015,Astronomy,202
154686,2014,US,Department of Astronomy Columbia University,10027-5247,New York,01.11.2014,31.10.2016,Astronomy,202
155635,2014,DE,Institut für Theoretische Astrophysik Universität Heidelberg,69120,Heidelberg,01.07.2014,31.12.2015,Astronomy,202
155687,2014,US,Department of Physics & Astronomy Johns Hopkins University,21218,Baltimore,01.11.2014,30.04.2016,Astronomy,202
121181,2008,DE,Universität Bayreuth Physikalische Chemie I NW I,95447,Bayreuth,01.08.2008,31.07.2009,Chemistry,203
121182,2008,GB,Department of Chemistry University of Oxford,OX1 3QZ,Oxford,01.03.2008,31.08.2009,Chemistry,203
121199,2008,GB,Department of Chemistry University of Cambridge,CB2 1EW,Cambridge,01.04.2008,31.03.2009,Chemistry,203
121225,2008,US,Department of Chemistry Boston University,2215,Boston,01.05.2008,30.04.2009,Chemistry,203
121235,2008,CA,Department of Chemistry Queen's University,K7L 3N6,Kingston,01.04.2008,31.03.2009,Chemistry,203
121252,2008,US,The Skaggs Institute for Chemical Biology The Scripps Research Institute,92037,La Jolla,01.04.2008,31.03.2009,Chemistry,203
122767,2008,GB,Chemistry Research Laboratory Department of Chemistry University of Oxford,OX1 3TA,Oxford,01.09.2008,31.08.2009,Chemistry,203
122978,2008,US,Department of Chemistry and Chemical Biology Harvard University,2138,Cambridge,01.08.2008,31.07.2009,Chemistry,203
122992,2008,US,Department of Chemistry University of California,92697-2025,Irvine,01.09.2009,31.08.2010,Chemistry,203
123035,2008,IE,School of Chemistry University of Dublin Trinity College,,Dublin 2,01.10.2008,30.09.2009,Chemistry,203
123062,2008,US,Department of Chemistry and Inst. of Mathematical Sciences New York University,10003-6688,New York,01.01.2009,31.12.2009,Chemistry,203
123166,2008,GB,Department of Chemistry The University of York,YO10 5DD,"HESLINGTON, York",01.10.2008,30.09.2009,Chemistry,203
123170,2008,GB,Department of Chemistry University of Cambridge,CB2 1EW,Cambridge,01.08.2008,31.07.2009,Chemistry,203
123637,2008,US,Merkert Chemistry Center Department of Chemistry Boston College,02467-3860,Chestnut Hill,01.12.2008,30.11.2009,Chemistry,203
123646,2008,US,Department of Chemistry Massachusetts Institute of Technology,2139,Cambridge,01.02.2009,31.01.2010,Chemistry,203
123658,2008,US,Stauffer Laboratory for Physical Chemistry Stanford University,94305,Stanford,01.10.2008,30.09.2009,Chemistry,203
123685,2008,FR,Institut de Chimie des Substances Naturelles CNRS,91198,Gif-sur-Yvette Cédex,01.12.2008,30.09.2010,Chemistry,203
123706,2008,SE,Department of Organic Chemistry Stockholm University,106 91,Stockholm,01.11.2008,31.12.2010,Chemistry,203
124139,2008,US,Department of Chemistry University of California,94720-1460,Berkeley,01.01.2009,31.12.2009,Chemistry,203
124189,2008,GB,School of Physics and Astronomy Nanoscale Physics Research Lab. The University of Birmingham,B15 2TT,Birmingham,01.04.2009,30.09.2010,Chemistry,203
124278,2008,CA,Davenport Chemical Laboratories Department of Chemistry University of Toronto,M5S 3H6,Toronto,01.03.2009,28.02.2010,Chemistry,203
124290,2008,US,Department of Chemistry and Chemical Biology Harvard University,2138,Cambridge,01.04.2009,31.03.2010,Chemistry,203
124299,2008,GB,Department of Chemistry University of Cambridge,CB2 1EW,Cambridge,01.08.2009,31.07.2010,Chemistry,203
124302,2008,US,Department of Chemistry Massachusetts Institute of Technology,2139,Cambridge,01.05.2009,30.04.2010,Chemistry,203
124307,2008,NZ,University of Otago Dept. of Chemistry,,DUNEDIN,01.07.2009,30.06.2010,Chemistry,203
124353,2008,US,Department of Chemistry Princeton University,8544,Princeton,01.10.2009,30.09.2010,Chemistry,203
124807,2008,GB,School of Chemistry University of Edinburgh,EH9 3JJ,Edinburgh,01.10.2009,30.09.2010,Chemistry,203
125353,2008,FI,Department of Chemistry Laboratory of Physical Chemistry University of Helsinki,14,Helsinki,01.03.2009,28.02.2010,Chemistry,203
125467,2008,US,"Department of Chemistry University of California, Irvine",92697-2025,Irvine,01.02.2009,31.07.2010,Chemistry,203
125507,2008,PT,Instituto de Tecnologia Química e Biológica (ITQB) Universidade Nova de Lisboa,2780,Oeiras,01.02.2009,31.01.2011,Chemistry,203
125537,2008,NL,Eindhoven University of Technology,5600,MB Eindhoven,01.06.2009,31.05.2010,Chemistry,203
125546,2008,GB,Department of Chemistry University of Cambridge,CB2 1EW,Cambridge,01.01.2009,30.06.2010,Chemistry,203
125555,2008,US,Department of Chemistry Princeton University,085544-1009,Princeton,01.10.2009,30.09.2010,Chemistry,203
125590,2008,GB,School of Chemistry University of Edinburgh,EH9 3JJ,Edinburgh,01.10.2009,30.09.2010,Chemistry,203
125607,2008,US,The Skaggs Institute for Chemical Biology The Scripps Research Institute,92037,La Jolla,01.04.2009,31.03.2010,Chemistry,203
125612,2008,US,Insitute for Biophysical Dynamics University of Chicago,60637,Chicago,01.02.2009,31.01.2010,Chemistry,203
125691,2009,GB,Department of Chemistry University of Cambridge,CB2 1EW,Cambridge,01.07.2009,30.06.2010,Chemistry,203
125841,2009,US,Massachusetts Institute of Technology Dept. of Chemistry,02139-4307,Cambridge,01.10.2009,30.09.2010,Chemistry,203
125859,2009,US,Center for Polymers and Organic Solids Department of Chemistry and Biochemistry University of California (UCSB),93106-5090,Santa Barbara,01.09.2009,31.05.2011,Chemistry,203
126175,2009,US,Shoichet Laboratory Department of Pharmaceutical Chemistry University of California,94158-2330,San Francisco,01.07.2009,30.06.2010,Chemistry,203
126216,2009,AU,Biophysics group School of Physics The University of Sydney,NSW 2006,Sydney,01.09.2009,31.08.2011,Chemistry,203
126216,2009,US,Howard Hughes Medical Institute University of California San Diego,92093,La Jolla,01.09.2009,31.08.2011,Chemistry,203
127740,2009,DE,Department of Physical Chemistry University of Munich,81377,München,01.09.2009,31.08.2010,Chemistry,203
127759,2009,FI,Laboratory for Organic and Bioorganic Chemistry Technical University of Helsinki,FIN 02150,Espoo,01.08.2009,31.07.2010,Chemistry,203
127763,2009,ES,Institut Català d'Investigació Química,43007,Tarragona,01.10.2009,30.09.2010,Chemistry,203
127765,2009,US,Department of Chemistry Stanford University,94305-5080,Stanford,01.09.2009,31.08.2010,Chemistry,203
127768,2009,US,Department of Chemistry The Johns Hopkins University,21218,Baltimore,01.10.2009,30.09.2010,Chemistry,203
127786,2009,CA,Laboratory of Organic Chemistry Departement of Chemistry Brock University,L2S 3A1,St. Catharines,01.08.2009,31.07.2010,Chemistry,203
127801,2009,US,Department of Computer Science New York University,10003,New York,01.01.2010,31.12.2010,Chemistry,203
127805,2009,US,Department of Chemistry Stanford University,94305-5080,Stanford,01.02.2010,31.07.2011,Chemistry,203
127806,2009,DK,Department of Chemistry Aarhus University,8000,Aarhus C,01.10.2009,30.09.2010,Chemistry,203
127821,2009,US,Division of Chemistry and Chemical Engineering California Institute of Technology,91125,Pasadena,01.03.2010,28.02.2011,Chemistry,203
127828,2009,GB,Department of Chemistry University of Oxford,OX1 3TA,Oxford,01.09.2009,31.08.2010,Chemistry,203
127960,2009,US,University of California Dept. of Chemistry,92093-0358,San Diego,01.07.2009,30.06.2010,Chemistry,203
128255,2009,DK,Department of Chemistry University of Aarhus,8000,Aarhus,01.01.2010,30.04.2011,Chemistry,203
128354,2009,US,Princeton University Dept. of Chemistry,08544-1009,Princeton,01.05.2010,30.04.2011,Chemistry,203
128571,2009,US,Department of Chemistry University of Illinois at Urbana-Champaign,61801,Urbana,01.08.2009,31.07.2010,Chemistry,203
129084,2009,DE,RWTH Aachen Institut für Makromolekulare Chemie,52074,Aachen,01.03.2010,28.02.2011,Chemistry,203
129085,2009,GB,Chemistry Research Laboratory Department of Chemistry University of Oxford,OX1 3TA,Oxford,01.01.2010,31.12.2010,Chemistry,203
129092,2009,US,Department of Chemistry New York University,10003-6688,New York,01.01.2010,30.09.2011,Chemistry,203
129092,2009,CH,Institut Suisse de Bioinformatique,1015,Lausanne,01.01.2010,30.09.2011,Chemistry,203
129336,2009,GB,Department of Chemistry University of Nottingham,NG7 2RD,Nottingham,01.03.2010,28.02.2011,Chemistry,203
129341,2009,US,Department of Chemistry Massachusetts Institute of Technology,2139,Cambridge,01.03.2010,28.02.2011,Chemistry,203
129509,2009,US,Department of Chemistry California Institute of Technology,91125,Pasadena,01.08.2010,31.07.2011,Chemistry,203
129512,2009,DE,"MPI, Max-Plank Institut für Polymerforschung",55021,Mainz,01.12.2009,30.11.2010,Chemistry,203
129750,2009,US,Department of Chemistry Massachusetts Institute of Technology,2139,Cambridge,01.02.2010,31.01.2011,Chemistry,203
129786,2009,CH,Departement für Chemie und Biochemie Universität Bern,3012,Bern,01.06.2010,30.11.2011,Chemistry,203
129786,2009,DE,Fakultät für Chemie und Pharmazie Ludwig-Maximilian-Universität München,81377,München,01.06.2010,30.11.2011,Chemistry,203
129848,2009,US,"Department of Chemistry University of California, Berkeley",94720-1460,Berkeley,01.05.2010,30.04.2011,Chemistry,203
130503,2009,JP,Department of Chemistry University of Tokyo,113-0033,Tokyo,01.04.2010,31.03.2011,Chemistry,203
130880,2009,US,Department of Biological Chemistry and Molecular Pharmacology Harvard Medical School,2115,Boston,01.05.2010,30.04.2011,Chemistry,203
130906,2009,GB,Department of Chemistry The University of Southampton,SO17 1BJ,Southampton,01.06.2010,30.11.2011,Chemistry,203
130907,2009,US,Athinoula A. Martinos Center for Biomedical Imaging,2129,Charlestown,01.02.2010,31.07.2011,Chemistry,203
130919,2009,DE,Institut für Organische Chemie RWTH Aachen,52074,Aachen,01.02.2010,31.01.2011,Chemistry,203
130935,2009,DE,Leibniz-Institut für Katalyse e.V. Universität Rostock,18059,Rostock,01.08.2010,31.07.2012,Chemistry,203
130940,2009,US,Department of Chemistry Brown University,2912,Providence,01.01.2011,31.12.2011,Chemistry,203
130947,2009,US,Northwestern University Dept. of Chemistry,60208-3113,Evanston,01.03.2010,28.02.2011,Chemistry,203
130966,2009,US,Department of Chemistry Yale University,06520-8107,New Haven,01.04.2011,30.09.2012,Chemistry,203
131100,2010,US,"Department of Chemistry University of California, Irvine",92697-2025,Irvine,01.05.2010,30.04.2011,Chemistry,203
131126,2010,US,Department of Chemistry Stanford University,94305-5080,Stanford,01.07.2010,30.06.2011,Chemistry,203
131383,2010,NZ,Institute of Organic and Medicinal Chemistry University of Auckland,,Auckland,01.07.2010,30.06.2011,Chemistry,203
131444,2010,IE,Centre of Synthesis and Chemical Biology School of Chemistry Trinity College Dublin,2,Dublin,01.10.2010,30.09.2011,Chemistry,203
131460,2010,GB,Department of Chemistry University of Cambridge,CB2 1EW,Cambridge,01.07.2010,30.06.2011,Chemistry,203
131894,2010,DE,"MPI, Max-Planck-Institut für Festkörperforschung",70569,Stuttgart,01.09.2010,29.02.2012,Chemistry,203
132791,2010,US,The Skaggs Institute for Chemical Biology The Scripps Research Institute,92037,La Jolla,01.03.2011,29.02.2012,Chemistry,203
133211,2010,US,"Department of Chemistry and Biochemistry University of California, Los Angeles",90095-1569,Los Angeles,01.11.2010,31.10.2011,Chemistry,203
133213,2010,US,Department of Chemistry and Chemical Biology Harvard University,2138,Cambridge,01.09.2010,31.08.2011,Chemistry,203
133221,2010,US,Department of Chemistry Stanford University,94305-5080,Stanford,01.12.2010,30.11.2011,Chemistry,203
133225,2010,NL,Vrje Universitat Dept. of Pharmacochemistry,1081 HV,Amsterdam,01.08.2010,31.07.2011,Chemistry,203
133227,2010,US,Department of Chemistry The Scripps Research Institute,92037,La Jolla,01.11.2010,31.10.2011,Chemistry,203
133230,2010,US,Department of Chemistry Boston College,2467,Chestnut Hill,01.10.2010,30.09.2011,Chemistry,203
133241,2010,US,The Skaggs Institute for Chemical Biology The Scripps Research Institute,92037,La Jolla,01.11.2010,31.10.2011,Chemistry,203
133274,2010,DE,Freie Universität Berlin FB Chemie,14195,Berlin,01.06.2010,31.05.2011,Chemistry,203
133308,2010,GB,Department of Chemistry University of Oxford,OX1 3TA,Oxford,01.09.2010,31.08.2011,Chemistry,203
133331,2010,CA,Department of Chemistry McGill University,H3A 2K6,Montréal,01.08.2010,31.07.2011,Chemistry,203
133339,2010,US,Department of Chemistry University of Southern California Loker Hydrocarbon Research Inst.,90089-1661,Los Angeles,01.01.2011,31.01.2012,Chemistry,203
133344,2010,US,California Institute of Technology Arthur Amos Noyes Laboratory of Chemical Physics,91125,Pasadena,01.04.2011,30.09.2012,Chemistry,203
133352,2010,CA,Department of Chemistry University of British Columbia,V6T 1Z1,Vancouver,01.04.2011,30.09.2012,Chemistry,203
133354,2010,GB,Department of Chemistry University of Cambridge,CB2 1EW,Cambridge,01.09.2010,29.02.2012,Chemistry,203
133355,2010,GB,Imperial College London Department of Chemistry,SW7 2AY,London,01.10.2010,30.09.2011,Chemistry,203
133358,2010,GB,School of Chemistry University of Bristol,BS8 1TS,Bristol,01.11.2010,30.04.2012,Chemistry,203
133389,2010,US,Division of Chemistry and Chemical Engineering California Institute of Technology,91125,Pasadena,01.02.2011,31.01.2012,Chemistry,203
133406,2010,CA,Département de chimie Université de Montréal,H3C 3J7,Montréal,01.01.2011,31.12.2011,Chemistry,203
133445,2010,US,Department of Chemical Engineering University of California at Berkeley,94720-1462,Berkeley,01.09.2010,30.04.2013,Chemistry,203
133445,2010,US,University of Minnesota Department of Chemistry,55455,"Minneapolis, MN",01.09.2010,30.04.2013,Chemistry,203
134053,2010,US,"Department of Chemistry and Biochemistry University of California, Los Angeles",90095-1569,Los Angeles,01.12.2010,30.11.2011,Chemistry,203
134224,2010,GB,University of Bristol School of Chemistry,,Bristol BS8 1TS,01.02.2011,31.01.2012,Chemistry,203
134239,2010,GB,Manchester Interdisciplinary Biocentre,M1 7DN,Manchester,01.12.2010,30.11.2011,Chemistry,203
134270,2010,GB,Department of Chemistry University of Oxford,OX1 3QZ,Oxford,01.04.2011,30.06.2012,Chemistry,203
134353,2010,US,Department of Physics University of California,94720,Berkeley,01.04.2011,30.06.2012,Chemistry,203
134353,2010,AR,Instituto de Investigaciones Fisicoquímicas Teóricas y Aplicadas INIFTA Universidad Nacional de La Plata,1900,La Plata,01.04.2011,30.06.2012,Chemistry,203
134393,2010,GB,Department of Chemistry University of Warwick,CV4 7AL,Coventry,01.10.2011,30.09.2012,Chemistry,203
134449,2010,CA,Department of Chemistry McMaster University,L8S 4M1,Hamilton,01.01.2011,31.12.2011,Chemistry,203
134486,2010,AU,Key Centre for Polymers & Colloids School of Chemistry The University of Sydney,NSW 2006,Sydney,01.02.2011,31.07.2012,Chemistry,203
134953,2010,US,Department of Chemistry The Scripps Research Institute,92037,La Jolla,01.06.2011,31.05.2012,Chemistry,203
135225,2010,US,The Scripps Research Institute,92037,La Jolla,01.06.2011,31.05.2012,Chemistry,203
135255,2010,GB,Department of Chemistry University of York,YO10 5DD,York,01.03.2011,29.02.2012,Chemistry,203
135413,2010,US,Department of Chemistry Massachusetts Institute of Technology,2139,Cambridge,01.09.2011,28.02.2013,Chemistry,203
135845,2010,US,Department of Chemistry Massachussetts Institute of Technology,2139,Cambridge,01.04.2011,30.09.2012,Chemistry,203
135847,2010,US,Harvard University,02138-2902,Cambridge,01.04.2011,31.01.2012,Chemistry,203
135884,2010,GB,School of Chemistry University of Bristol,BS8 1TS,Bristol,01.03.2011,31.08.2012,Chemistry,203
135931,2010,US,Department of Chemistry California Institute of Technology,91125,Pasadena,01.03.2011,31.12.2011,Chemistry,203
135983,2010,JP,Department of Applied Chemistry School of Engineering University of Tokyo,113-8656,Tokyo,01.05.2011,30.04.2012,Chemistry,203
135998,2010,GB,Department of Chemistry University of Cambridge,CB2 1EW,Cambridge,01.04.2011,31.03.2012,Chemistry,203
136086,2011,US,Department of Chemistry Stanford University,94305-5080,Stanford,01.08.2011,31.07.2012,Chemistry,203
136413,2011,CH,Institut für Chemie Universität Zürich,8057,Zürich,01.05.2012,30.04.2014,Chemistry,203
136413,2011,DE,Institut für Physik J. Gutenberg-Universität Mainz,55099,Mainz,01.05.2012,30.04.2014,Chemistry,203
136421,2011,US,Department of Chemistry and Chemical  Engineering California Institute of Technology,91125,Pasadena,01.08.2011,31.07.2012,Chemistry,203
136518,2011,GB,Chemistry Research Laboratory Department of Chemistry University of Oxford,OX1 3TA,Oxford,01.04.2011,30.09.2012,Chemistry,203
136576,2011,US,Department of Biochemistry University of Wisconsin,53706-1569,Madison,01.11.2011,31.10.2012,Chemistry,203
137289,2011,US,Colorado State University Dept. of Chemistry,80523,Fort Collins,01.09.2011,31.08.2012,Chemistry,203
137290,2011,US,Scripps Florida Department of Chemistry,33458,Jupiter,01.09.2011,31.08.2012,Chemistry,203
137293,2011,US,"Department of Chemistry and Biochemistry University of California, Los Angeles",90095-1569,Los Angeles,01.08.2011,31.07.2012,Chemistry,203
137310,2011,US,Department of Chemistry Stanford University,94305-5080,Stanford,01.01.2012,31.12.2012,Chemistry,203
137330,2011,US,JILA University of Colorado at Boulder National Inst. of Standards and Technology,80309-0440,Boulder,01.10.2011,30.09.2012,Chemistry,203
137331,2011,US,Semiconductor Electronics Division Physical Measurement Laboratory National Institute of Standards & Technology,MD 20899-8,Gaithersburg,01.11.2011,30.04.2012,Chemistry,203
137535,2011,US,"Department of Chemistry University of California, Berkeley",94720-1460,Berkeley,01.09.2011,31.10.2012,Chemistry,203
137758,2011,US,Massachusetts General Hospital,2129,Charlestown,01.11.2011,30.04.2013,Chemistry,203
137863,2011,US,Artur Amos Noyes Laboratory of Chemical Physics California Institut of Technology,91125,Pasadena,01.10.2011,31.03.2013,Chemistry,203
137906,2011,GB,Chemistry Research Laboratory Department of Chemistry University of Oxford,OX1 3TA,Oxford,01.03.2012,31.08.2013,Chemistry,203
138636,2011,US,Department of Chemistry and Chemical Biology Harvard University,2138,Cambridge,01.07.2011,30.06.2012,Chemistry,203
138672,2011,US,Department of Chemistry Massachusetts Institute of Technology,2139,Cambridge,01.06.2012,30.11.2013,Chemistry,203
138751,2011,GB,University of Oxford,OX1 2JD,Oxford,01.12.2011,31.05.2013,Chemistry,203
138762,2011,GB,Department of Chemistry University of Cambridge,CB2 1EW,Cambridge,01.10.2011,31.03.2013,Chemistry,203
138773,2011,CA,Department of Chemistry University of Montreal,H3C 3FC,Montréal,01.03.2012,28.02.2013,Chemistry,203
138788,2011,US,Department of Chemistry Carnegie Mellon University,15213,Pittsburgh,01.08.2011,31.01.2013,Chemistry,203
139787,2011,US,Department of Chemistry Massachusetts Institute of Technology,2139,Cambridge,01.12.2011,30.11.2012,Chemistry,203
139830,2011,US,"Department of Chemistry University of California, Berkeley",94720-1460,Berkeley,01.04.2012,31.03.2013,Chemistry,203
139840,2011,DE,"MPI, Max-Planck-Institut für Kohlenforschung",45470,Mülheim an der Ruhr,01.11.2011,31.10.2012,Chemistry,203
139864,2011,US,Department of Chemistry and Chemical Biology Harvard University,2138,Cambridge,01.12.2011,30.11.2012,Chemistry,203
139869,2011,AU,Department of Microbiology and Immunology University of Melbourne,3010,Victoria,01.02.2012,31.01.2013,Chemistry,203
139876,2011,US,Department of Chemistry Stanford University,94305-5080,Stanford,01.05.2012,30.04.2013,Chemistry,203
139979,2011,US,Division of Chemistry and Chemical Engineering California Institute of Technology,91125,Pasadena,01.07.2012,30.06.2013,Chemistry,203
139979,2011,CH,Laboratorium für Organische Chemie ETH Zürich,8093,Zürich,01.07.2012,30.06.2013,Chemistry,203
139990,2011,NZ,Centre of Theoretical Chemistry and Physics The New Zealand Institute for Advaced Study Massey University,,Auckland,01.03.2012,28.02.2013,Chemistry,203
139991,2011,US,Control and Dynamical Systems California Institute of Technology,91125,Pasadena,01.02.2012,31.01.2013,Chemistry,203
139993,2011,US,"Department of Chemistry and Biochemistry University of California, Los Angeles",90095-1569,Los Angeles,01.02.2012,31.01.2013,Chemistry,203
139994,2011,US,Department of Chemistry and Biochemistry University of California,90095-1569,Los Angeles,01.02.2012,31.01.2013,Chemistry,203
140042,2011,GB,Department of Chemistry University of Cambridge,CB2 1EW,Cambridge,01.04.2012,31.12.2012,Chemistry,203
140090,2011,US,"Department of Chemistry University of California, Berkeley",94720-1460,Berkeley,01.09.2012,31.08.2013,Chemistry,203
140092,2011,US,"Department of Chemistry/216 University of Nevada, Reno",89557-0020,Reno,01.08.2012,31.07.2013,Chemistry,203
140153,2011,US,"Northwestern University Dept. of Biochemistry, Molecular Biology and Cell Biology",ILL 60208-3500,Evanston,01.05.2012,30.04.2013,Chemistry,203
140249,2011,CA,Department of Chemistry McMaster University,L8S 4M1,Hamilton,01.01.2012,30.04.2012,Chemistry,203
140709,2011,GB,Department of Chemistry Imperial College London South Kensington Campus,SW7 2AZ,London,01.03.2012,31.08.2013,Chemistry,203
141368,2011,US,Department of Chemistry and Chemical Biology Harvard University,2138,Cambridge,01.05.2012,30.06.2013,Chemistry,203
141369,2011,IE,Laser Spectroscopy Group Physics Department University College Cork,,Cork,01.06.2012,30.11.2013,Chemistry,203
141385,2011,US,Department of Chemistry Stanford University,94305,Stanford,01.06.2012,31.05.2013,Chemistry,203
141395,2011,US,Department of Chemistry Columbia University New York,MC 3178,"New York, NY10027",01.08.2012,31.07.2013,Chemistry,203
141400,2011,GB,Department of Chemistry The University of Sheffield,S3 7HF,Sheffield,01.04.2012,30.09.2013,Chemistry,203
141401,2011,FR,Laboratoire de Chimie Analytique AgroParisTech,F-75231,Paris,01.05.2012,30.04.2013,Chemistry,203
141403,2011,US,Department of Biology Massachusetts Institute of Technology,2139,Cambridge,01.04.2012,31.03.2013,Chemistry,203
141444,2011,US,Division of Chemistry and Chemical Engineering California Institute of Technology,91125,Pasadena,01.03.2012,31.08.2013,Chemistry,203
141447,2011,US,MIT-CSAIL Massachusetts Institute of Technology,2139,Cambridge,01.07.2012,31.12.2013,Chemistry,203
141449,2011,DE,Division of Organometallic Chemistry Max-Planck-Institut für Kohlenforschung,45470,Mülheim an der Ruhr,01.12.2012,30.11.2013,Chemistry,203
142059,2012,US,Department of Chemical Engineering Massachussetts Institute of Technology,2139,Cambridge,01.08.2012,31.01.2014,Chemistry,203
142154,2012,US,MacMillan Group Department of Chemistry Princeton University,8544,New Jersey,01.08.2012,31.01.2014,Chemistry,203
142169,2012,CA,Department of Chemistry University of British Columbia,V6T 1Z1,Vancouver,01.04.2012,31.03.2013,Chemistry,203
142231,2012,FR,Institut de Science et d'Ingénierie Supramoléculaires (I.S.I.S.) Université de Strasbourg,67083,Strasbourg Cedex,01.10.2012,31.07.2013,Chemistry,203
142250,2012,US,Department of Chemistry Stanford University,94305-5080,Stanford,01.08.2012,31.01.2013,Chemistry,203
142898,2012,US,Department of Chemistry Stanford University,94305-5080,Stanford,01.10.2012,30.09.2013,Chemistry,203
142917,2012,DE,Institut für Organische Chemie und Biochemie Albert-Ludwigs-Universität Freiburg,79104,Freiburg i.Br.,01.07.2012,30.06.2013,Chemistry,203
142920,2012,US,The Skaggs Institute for Chemical Biology The Scripps Research Institute,92037,La Jolla,01.09.2012,31.08.2013,Chemistry,203
142931,2012,US,Department of Chemistry Massachusetts Institute of Technology,2139,Cambridge,01.09.2012,31.08.2013,Chemistry,203
142932,2012,US,Department of Chemistry Massachussets Institute of Technology,2139,Cambridge,01.08.2012,31.07.2013,Chemistry,203
142949,2012,GB,Department of Chemistry University of Warwick,CV4 7AL,Coventry,01.08.2012,31.07.2013,Chemistry,203
142958,2012,US,Department of Chemistry The Scripps Research Institute,92037,La Jolla,01.10.2012,30.09.2013,Chemistry,203
142961,2012,FR,Laboratoire de Chimie Moléculaire UMR 7509 - ECPM - ULP,67087,Strasbourg Cedex 2,01.09.2012,31.08.2013,Chemistry,203
143444,2012,IT,Dipartimento di Fisica Politecnico di Milano,20133,Milano,01.12.2012,31.05.2014,Chemistry,203
143547,2012,CA,Department of Chemistry University of Toronto,M5S 3H6,Toronto,01.01.2014,30.06.2015,Chemistry,203
143550,2012,GB,Department of Chemistry University of Oxford,OX1 3QZ,Oxford,01.01.2013,30.06.2014,Chemistry,203
143559,2012,US,Department of Chemistry Duke University,27708-0346,Durham,01.11.2012,30.09.2013,Chemistry,203
143629,2012,US,Department of Chemistry Stanford University,94305-5080,Stanford,01.12.2012,31.05.2014,Chemistry,203
143647,2012,DE,"MPI, Max-Planck-Institut für Kohlenforschung",45470,Mülheim an der Ruhr,01.10.2012,30.11.2013,Chemistry,203
144151,2012,SG,Department of Chemistry National University of Singapore,117543,Singapore,01.10.2012,30.09.2013,Chemistry,203
144166,2012,GB,University of Cambridge,CB2 3DY,Cambridge,01.08.2012,31.07.2013,Chemistry,203
144230,2012,US,Department of Chemistry and Chemical Biology Harvard University,2138,Cambridge,01.01.2013,30.06.2014,Chemistry,203
144274,2012,US,Department of Chemistry Columbia University,10027,New York,01.09.2012,31.12.2013,Chemistry,203
144291,2012,US,University of California,93106,Santa Barbara,01.07.2012,30.06.2013,Chemistry,203
144301,2012,US,University of Maryland School of Medicine,21201,Baltimore,01.09.2012,28.02.2014,Chemistry,203
144839,2012,GB,University of Manchester,PR2 9HT,Manchester,01.10.2012,31.03.2014,Chemistry,203
144907,2012,US,Department of Chemistry University of Virginia,22904-4319,Charlottesville,01.11.2012,30.04.2014,Chemistry,203
145308,2012,GB,Department of Chemistry University of Warwick,CV4 7AL,Coventry,01.01.2013,31.12.2013,Chemistry,203
145310,2012,US,Department of Chemistry Stanford University,94305,"Stanford, CA",01.02.2013,31.08.2014,Chemistry,203
145319,2012,US,Department of Chemistry Massachusetts Institute of Technology,2139,Cambridge,01.05.2013,30.04.2014,Chemistry,203
145328,2012,US,"Department of Chemistry University of California, Irvine",92697-2025,Irvine,01.05.2013,30.04.2014,Chemistry,203
145332,2012,GB,Department of Chemistry University of Cambridge,CB2 1EW,Cambridge,01.03.2013,28.02.2014,Chemistry,203
145389,2012,US,Department of Chemistry Massachussetts Institute of Technology,2139,Cambridge,01.01.2013,31.12.2013,Chemistry,203
145524,2012,GB,Department of Chemistry University of Oxford,OX1 3QZ,Oxford,01.05.2013,30.04.2014,Chemistry,203
145544,2012,US,"Department of Chemistry University of California, Berkeley",94720-1460,Berkeley,01.04.2013,30.09.2013,Chemistry,203
145546,2012,US,Department of Chemistry Massachusetts Institute of Technology,2139,Cambridge,01.01.2013,30.06.2013,Chemistry,203
145557,2012,CA,Medicinal and Inorganic Chemistry Group Department of Chemistry University of British Columbia,V6T 1Z1,Vancouver,01.12.2012,30.11.2013,Chemistry,203
145559,2012,US,Dept of Chemistry & Biochem. University of California San Diego,CA-92093-0359,La Jolla,01.03.2013,28.02.2014,Chemistry,203
145561,2012,DE,Organische Chemie Technische Universität Kaiserslautern,67663,Kaiserslautern,01.02.2013,31.01.2014,Chemistry,203
145610,2012,DE,"MPI, Max-Planck-Institut für Kohlenforschung",45470,Mülheim an der Ruhr,01.11.2012,30.04.2013,Chemistry,203
145700,2012,GB,Department of Chemistry University of Oxford,OX1 3TA,Oxford,01.07.2013,28.02.2014,Chemistry,203
145701,2012,US,JILA University of Colorado at Boulder National Inst. of Standards and Technology,80309-0440,Boulder,01.12.2012,31.05.2013,Chemistry,203
145825,2012,US,Department of Materials College of Engineering University of California,93106-5050,Santa Barbara,01.02.2014,31.07.2015,Chemistry,203
